"dataset_id","module","beta_processed_main","SE_processed_main","P_processed_main","sample_n_processed_main","formula_processed_main","BH_FDR_processed_main","beta_additional_quantile","SE_additional_quantile","P_additional_quantile","sample_n_additional_quantile","formula_additional_quantile","BH_FDR_additional_quantile","score_correlation","FDR_status_change"
"AD_GSE48350","WGCNA_yellow",-0.430388786994365,0.190502290613643,0.0269833002192931,253,"score_z ~ diagnosis + region + age_z + sex + (1 | donor_id)",0.215866401754345,-0.430388786994365,0.190502290613643,0.0269833002192931,253,"score_z ~ diagnosis + region + age_z + sex + (1 | donor_id)",0.215866401754345,1,FALSE
"AD_GSE5281","hepatic_acute_phase_response_module",0.721473140014304,0.14590207167993,1.96115284342251e-06,161,"descriptive score_z ~ diagnosis + region",5.88345853026754e-06,0.721473140014304,0.14590207167993,1.96115284342251e-06,161,"descriptive score_z ~ diagnosis + region",5.88345853026754e-06,1,FALSE
"AD_GSE5281","hepatic_complement_coagulation_module",0.270702293857375,0.15342051792652,0.0796265812872987,161,"descriptive score_z ~ diagnosis + region",0.119439871930948,0.270702293857375,0.15342051792652,0.0796265812872987,161,"descriptive score_z ~ diagnosis + region",0.119439871930948,1,FALSE
"AD_GSE5281","hepatic_ECM_fibrosis_module",1.20977119995569,0.127872413172427,4.76296083207918e-17,161,"descriptive score_z ~ diagnosis + region",1.143110599699e-15,1.20977119995569,0.127872413172427,4.76296083207918e-17,161,"descriptive score_z ~ diagnosis + region",1.143110599699e-15,1,FALSE
"AD_GSE5281","hepatic_endothelial_vascular_activation_module",0.85979383937111,0.143428459511942,1.37916069034136e-08,161,"descriptive score_z ~ diagnosis + region",4.72855093831323e-08,0.85979383937111,0.143428459511942,1.37916069034136e-08,161,"descriptive score_z ~ diagnosis + region",4.72855093831323e-08,1,FALSE
"AD_GSE5281","hepatic_inflammatory_module",1.11284762155327,0.133844825631266,4.38944259957768e-14,161,"descriptive score_z ~ diagnosis + region",5.26733111949322e-13,1.11284762155327,0.133844825631266,4.38944259957768e-14,161,"descriptive score_z ~ diagnosis + region",5.26733111949322e-13,1,FALSE
"AD_GSE5281","hepatic_lipid_dysregulation_module",-0.297970375696231,0.15334000000535,0.0538037939727344,161,"descriptive score_z ~ diagnosis + region",0.0922350753818303,-0.297970375696231,0.15334000000535,0.0538037939727344,161,"descriptive score_z ~ diagnosis + region",0.0922350753818303,1,FALSE
"AD_GSE5281","hepatic_mitochondrial_dysfunction_module",-0.942480567428387,0.140276284206275,3.29224821984156e-10,161,"descriptive score_z ~ diagnosis + region",1.58027914552395e-09,-0.942480567428387,0.140276284206275,3.29224821984156e-10,161,"descriptive score_z ~ diagnosis + region",1.58027914552395e-09,1,FALSE
"AD_GSE5281","hepatic_secretome_hepatokine_module",0.849846460460425,0.140780492845576,1.11722335041218e-08,161,"descriptive score_z ~ diagnosis + region",4.46889340164872e-08,0.849846460460425,0.140780492845576,1.11722335041218e-08,161,"descriptive score_z ~ diagnosis + region",4.46889340164872e-08,1,FALSE
"AD_GSE5281","WGCNA_black",-0.194683010559478,0.150798169928592,0.198619936363602,161,"descriptive score_z ~ diagnosis + region",0.238343923636323,-0.194683010559478,0.150798169928592,0.198619936363602,161,"descriptive score_z ~ diagnosis + region",0.238343923636323,1,FALSE
